chunk_id,source,page,section,subsection,recommendation_id,chunk_type,chars,chunk_text
NICE_pg59_why-the-committee-made-t_chunk5,NICE,58,Why the committee made the recommendations,,,paragraph,995,"Source: NICE
Section: Why the committee made the recommendations

The committee also provided guidance on alternatives for women, trans men and non- binary people with a penicillin allergy, based on their knowledge and experience. The committee amended the 2012 recommendation on antibiotic alternatives to penicillin. They changed the recommended antibiotic from clindamycin because there is evidence of resistance to group B streptococcus emerging with clindamycin, meaning that this antibiotic should no longer be used routinely. Based on their knowledge and experience, the committee recommended a cephalosporin with activity against group B streptococcus as an alternative for people with a penicillin allergy that was not severe, and vancomycin or an alternative antibiotic with activity against group B streptococcus in the case of severe penicillin allergy. The committee was aware of the possibility of allergic reaction to cephalosporins in people with a history of penicillin allergy."
NICE_pg59_why-the-committee-made-t_chunk6,NICE,58,Why the committee made the recommendations,,,paragraph,855,"Source: NICE
Section: Why the committee made the recommendations

The committee was aware of the possibility of allergic reaction to cephalosporins in people with a history of penicillin allergy. For people with a history of penicillin allergy that was not severe they thought that this risk was small and was outweighed by the benefits of using cephalosporins to treat chorioamnionitis and prevent neonatal infection. They noted that cephalosporins should be used with caution in this population. Cephalosporins were not recommended in the case of severe penicillin allergy because of an increased chance of a severe allergic reaction to cephalosporins. Severe penicillin allergy refers to a history of allergy to penicillin with effects that are clearly likely to be allergic in nature such as anaphylaxis, respiratory distress, angioedema or urticaria."
NICE_pg60_how-the-recommendations-_chunk1,NICE,59,How the recommendations might affect practice,,,paragraph,1011,"Source: NICE
Section: How the recommendations might affect practice

Many of the recommendations remain the same as in the 2012 guideline on early-onset neonatal infection. The recommendations on intrapartum antibiotics have been extended to cover women, trans men and non-binary people:
• in pre-term labour without prelabour rupture of membranes
• with chorioamnionitis and
• with group B streptococcus colonisation in a previous pregnancy. However, these changes reflect current practice, as many of these women, trans men and non-binary people already receive intrapartum antibiotics. The committee expected that the recommendation on intrapartum antibiotics for 98

chorioamnionitis would have the greatest impact on clinical practice. There is currently variation in which antibiotics are given for women, trans men and non-binary people with chorioamnionitis, with some units prescribing broad-spectrum antibiotics to treat maternal infection and benzylpenicillin sodium to prevent infection in the baby."
NICE_pg60_how-the-recommendations-_chunk2,NICE,59,How the recommendations might affect practice,,,paragraph,601,"Source: NICE
Section: How the recommendations might affect practice

There is currently variation in which antibiotics are given for women, trans men and non-binary people with chorioamnionitis, with some units prescribing broad-spectrum antibiotics to treat maternal infection and benzylpenicillin sodium to prevent infection in the baby. Recommending a combination of narrow-spectrum antibiotics for women, trans men and non-binary people without an allergy to penicillin is likely to reduce the use of broad-spectrum antibiotics, which will improve antibiotic stewardship. Return to recommendations"
NICE_pg61_why-the-committee-made-t_chunk1,NICE,60,Why the committee made the recommendation,,,paragraph,930,"Source: NICE
Section: Why the committee made the recommendation

The evidence suggested that immediate delivery can result in a reduced risk of a baby developing neonatal infection when a woman, trans man or non-binary person is between 34 and 37 weeks' gestation and has prolonged prelabour rupture of membranes and a positive test result for group B streptococcus. The evidence did not indicate any significant harms to the baby from choosing immediate delivery over expectant management. Therefore, the committee decided that, given the potential serious consequences of a baby developing neonatal infection, a recommendation in favour of immediate delivery was important. This was further supported by the economic evidence, which showed not only a clinical benefit to immediate delivery but also lower associated costs in comparison to expectant management, which has increased antenatal costs and higher rates of infections."
NICE_pg61_why-the-committee-made-t_chunk2,NICE,60,Why the committee made the recommendation,,,paragraph,625,"Source: NICE
Section: Why the committee made the recommendation

This was further supported by the economic evidence, which showed not only a clinical benefit to immediate delivery but also lower associated costs in comparison to expectant management, which has increased antenatal costs and higher rates of infections. The committee made a recommendation for research on the impact of neonatal infection on the health-related quality of life for parents or carers. This information was not available and would have improved how well the economic model truly reflected the costs and health consequences of neonatal infection."
NICE_pg61_how-the-recommendation-m_chunk1,NICE,60,How the recommendation might affect practice,,,paragraph,955,"Source: NICE
Section: How the recommendation might affect practice

This recommendation could increase the number of women, trans men and non-binary 98

people who are offered immediate delivery when they have both prolonged prelabour rupture of membranes and a positive test for group B streptococcus. This in turn could reduce the number of babies who need to be treated for neonatal infection and also reduce the number of women, trans men and non-binary people who need to be monitored throughout the expectant management period. The exact impact of these recommendations will vary between those hospitals where group B streptococcus screening and testing is more routinely performed and those where it is not.
Recommendations on group B streptococcus screening were outside of the scope of this guideline. An economic model suggested that increasing the number of people offered immediate delivery would reduce costs overall.
Return to recommendation"
NICE_pg62_why-the-committee-made-t_chunk1,NICE,61,Why the committee made the recommendation,,,paragraph,775,"Source: NICE
Section: Why the committee made the recommendation

There were only 2 studies looking at antimicrobial-impregnated catheters in newborn babies:
• One study looked at rifampicin-miconazole-impregnated catheters. These provided no benefit over standard catheters. In addition, they are more expensive than standard catheters. • The other study looked at silver-zeolite-impregnated catheters. They showed some benefit compared with standard catheters, but the study was small and the committee had concerns about its quality. It was also conducted in Italy, and there are differences in clinical practice and infection rates between Italy and the UK. The committee agreed they could not recommend antimicrobial-impregnated catheters based on the available evidence."
NICE_pg62_why-the-committee-made-t_chunk2,NICE,61,Why the committee made the recommendation,,,paragraph,841,"Source: NICE
Section: Why the committee made the recommendation

The committee agreed they could not recommend antimicrobial-impregnated catheters based on the available evidence. The recommendation against the use of rifampicin- miconazole-impregnated catheters was made on the basis of the evidence that they provide no additional benefit over a standard catheter, and not because of any safety concerns over their use. There is a wider range of antimicrobials that can be used to impregnate catheters than have currently been investigated in newborn babies and 98

uncertainty over which type of impregnated catheter is the most effective and whether monotherapy or the use of more than one antimicrobial would provide the most benefits. To address the shortage of evidence they made recommendations for research on impregnated catheters."
NICE_pg63_how-the-recommendation-m_rec1_chunk1,NICE,62,How the recommendation might affect practice,,rec1,recommendation,341,"Source: NICE
Section: How the recommendation might affect practice
Recommendation: rec1

Recommendation: The recommendation will reduce the use of rifampicin-miconazole-impregnated catheters.
However, antimicrobial-impregnated catheters are not commonly used for newborn babies, so this should have a limited impact.
Return to recommendation"
NICE_pg63_why-the-committee-made-t_chunk1,NICE,62,Why the committee made the recommendations,,,paragraph,910,"Source: NICE
Section: Why the committee made the recommendations

The 2021 committee agreed that the recommendations from the 2012 guideline on early- onset neonatal infection still reflected current best practice so did not need to be changed. These recommendations apply to all women, trans men and non-binary people with risk factors, including those who decline antibiotics, or those who either do not receive antibiotics or receive their first dose of antibiotics shortly before birth because of precipitate birth. As such, any women, trans men and non-binary people with risk factors should be monitored throughout labour, and these factors should be taken into account when assessing the risk of infection in the baby. See the rationale and impact section on assessing and managing the risk of early-onset neonatal infection after birth for an explanation of the changes to risk factors listed in box 1."
NICE_pg64_why-the-committee-made-t_chunk1,NICE,63,Why the committee made the recommendations,,,paragraph,912,"Source: NICE
Section: Why the committee made the recommendations

In 2026, evidence from 3 studies showed that the risk of early-onset neonatal infection increased as the time between prelabour rupture of membranes (PROM) at term and birth increased. The 2026 committee agreed to amend the risk factor in box 1 about rupture of membranes at term to refer to the time between rupture and birth rather than prelabour rupture and onset of labour. This reflected their view that whether membranes rupture before or after onset of labour is irrelevant and that is it the overall time between rupture and birth that is important for the risk of early-onset neonatal infection. The evidence was inconclusive in identifying a specific time interval at which the risk of early-onset neonatal infection significantly increased. So, using their clinical experience, the committee decided to keep this at more than 24 hours."
NICE_pg64_why-the-committee-made-t_chunk2,NICE,63,Why the committee made the recommendations,,,paragraph,937,"Source: NICE
Section: Why the committee made the recommendations

The evidence was inconclusive in identifying a specific time interval at which the risk of early-onset neonatal infection significantly increased. So, using their clinical experience, the committee decided to keep this at more than 24 hours. In 2021, confirmed prelabour rupture of membranes without any associated timeframe was removed from box 1 because the 2021 committee decided that it was covered by other risk factors listed. The 2021 committee based their recommendations on evidence on the accuracy of clinical decision models for early-onset neonatal infection, as well as evidence on individual neonatal and maternal risk factors. As there was only limited new evidence in 2021, the framework for making antibiotic decisions after birth, involving red flags and other risk factors or clinical indicators of infection, has been retained from the 2012 guideline."
NICE_pg64_why-the-committee-made-t_chunk3,NICE,63,Why the committee made the recommendations,,,paragraph,952,"Source: NICE
Section: Why the committee made the recommendations

As there was only limited new evidence in 2021, the framework for making antibiotic decisions after birth, involving red flags and other risk factors or clinical indicators of infection, has been retained from the 2012 guideline. The 2021 committee selected the red flag risk factors and clinical indicators as those that, based on their clinical experience, need immediate treatment. Non-red flag risk factors and clinical indicators are those that can have causes other than neonatal infection and therefore do not always signal the need for immediate treatment. In 2021, 'parenteral antibiotics during, before or after labour for confirmed or suspected bacterial infection (such as septicaemia)' was removed from the list of risk factors in box 1. Since the 2012 guideline, awareness of the risks of maternal sepsis has increased with a 98

focus on early treatment with antibiotics."
NICE_pg64_why-the-committee-made-t_chunk4,NICE,63,Why the committee made the recommendations,,,paragraph,907,"Source: NICE
Section: Why the committee made the recommendations

Since the 2012 guideline, awareness of the risks of maternal sepsis has increased with a 98

focus on early treatment with antibiotics. Including parenteral antibiotics as a red flag risk factor had led to more babies being prescribed antibiotics even when maternal infection was not strongly suspected. For this reason it was removed. Antibiotic use in babies can result in them being unnecessarily exposed to the side effects associated with antibiotics, such as nephrotoxicity, as well as increasing their length of stay in hospital. Increased antibiotic use is also associated with an increase in the development of antibiotic resistance. In 2021, the inclusion of chorioamnionitis and intrapartum fever in box 1 was changed to list them as separate rather than combined risk factors because intrapartum fever has other potential causes."
NICE_pg64_why-the-committee-made-t_chunk5,NICE,63,Why the committee made the recommendations,,,paragraph,865,"Source: NICE
Section: Why the committee made the recommendations

In 2021, the inclusion of chorioamnionitis and intrapartum fever in box 1 was changed to list them as separate rather than combined risk factors because intrapartum fever has other potential causes. This change means that babies of women, trans men and non- binary people with both chorioamnionitis and intrapartum fever receive antibiotics (see below for subsequent changes to these risk factors). In 2026, the risk factor of 'intrapartum fever higher than 38°C if there is suspected or confirmed bacterial infection' was changed to 'suspected or confirmed maternal sepsis in the intrapartum or early postpartum period'. This was done to focus on the wider signs and symptoms of sepsis (other than just a specific temperature measurement), in the intrapartum as well as the early postpartum period."
NICE_pg64_why-the-committee-made-t_chunk6,NICE,63,Why the committee made the recommendations,,,paragraph,758,"Source: NICE
Section: Why the committee made the recommendations

This was done to focus on the wider signs and symptoms of sepsis (other than just a specific temperature measurement), in the intrapartum as well as the early postpartum period. In 2021, the risk factor related to chorioamnionitis was changed to 'clinical diagnosis of chorioamnionitis' based on the committee's experience that diagnosis during the intrapartum period is usually based on clinical signs. However, in 2026, concerns were raised that this wording had caused confusion leading to a baby not being assessed because chorioamnionitis had been suspected but not confirmed. Therefore, a decision was made to revert to the original wording of 'suspected or confirmed chorioamnionitis'."
NICE_pg64_why-the-committee-made-t_chunk7,NICE,63,Why the committee made the recommendations,,,paragraph,817,"Source: NICE
Section: Why the committee made the recommendations

However, in 2026, concerns were raised that this wording had caused confusion leading to a baby not being assessed because chorioamnionitis had been suspected but not confirmed. Therefore, a decision was made to revert to the original wording of 'suspected or confirmed chorioamnionitis'. Invasive group B streptococcal infection in a previous baby and maternal group B streptococcal colonisation, bacteriuria or infection in the current pregnancy have been combined into a single risk factor, because having a previous baby with invasive group B streptococcal infection increases the risk of future colonisation and infection, but does not confer additional risk if infection, bacteriuria or infection in the current pregnancy is already known about."
NICE_pg64_why-the-committee-made-t_chunk8,NICE,63,Why the committee made the recommendations,,,paragraph,777,"Source: NICE
Section: Why the committee made the recommendations

Invasive group B streptococcal infection in a previous baby and maternal group B streptococcal colonisation, bacteriuria or infection in the current pregnancy have been combined into a single risk factor, because having a previous baby with invasive group B streptococcal infection increases the risk of future colonisation and infection, but does not confer additional risk if infection, bacteriuria or infection in the current pregnancy is already known about. The need for mechanical ventilation of babies, which was previously a red flag clinical indicator of possibly early-onset neonatal infection for pre-term babies, and a non-red flag clinical indicator for term babies has been merged into 1 red flag."
NICE_pg64_why-the-committee-made-t_chunk9,NICE,63,Why the committee made the recommendations,,,paragraph,829,"Source: NICE
Section: Why the committee made the recommendations

The need for mechanical ventilation of babies, which was previously a red flag clinical indicator of possibly early-onset neonatal infection for pre-term babies, and a non-red flag clinical indicator for term babies has been merged into 1 red flag. The committee agreed that mechanical ventilation is a clinical indicator of possible early-onset neonatal infection 98

regardless of prematurity, and so they decided to merge these into 1 red flag clinical indicator, which did not refer to whether a baby was born pre-term or at term. There was uncertainty about how well the Kaiser Permanente neonatal sepsis calculator identified true cases of early-onset infection, because the studies included very few cases of infection that were confirmed by blood culture."
NICE_pg64_why-the-committee-made-t_chunk10,NICE,63,Why the committee made the recommendations,,,paragraph,873,"Source: NICE
Section: Why the committee made the recommendations

There was uncertainty about how well the Kaiser Permanente neonatal sepsis calculator identified true cases of early-onset infection, because the studies included very few cases of infection that were confirmed by blood culture. This was a problem for the framework for making antibiotic decisions after birth outlined in the 2012 guideline on early-onset neonatal infection as well, but the 2021 committee believed that the framework was more conservative and would lead to more antibiotics being prescribed than the Kaiser Permanente calculator (both appropriately and inappropriately). Evidence on the Kaiser Permanente neonatal sepsis calculator suggests that it is good at correctly identifying babies without neonatal infection, so reducing the amount of antibiotics that are prescribed unnecessarily."
NICE_pg64_why-the-committee-made-t_chunk11,NICE,63,Why the committee made the recommendations,,,paragraph,719,"Source: NICE
Section: Why the committee made the recommendations

Evidence on the Kaiser Permanente neonatal sepsis calculator suggests that it is good at correctly identifying babies without neonatal infection, so reducing the amount of antibiotics that are prescribed unnecessarily. However, given the very serious consequences of missing an infection, the committee preferred the conservative approach from the framework in the 2012 guideline, with some amendments as outlined. However, as the evidence does not clearly show 1 option to be better and some UK centres currently use the Kaiser Permanente calculator, they also recommended this as an alternative, but only in the context of a research or audit project."
NICE_pg64_why-the-committee-made-t_chunk12,NICE,63,Why the committee made the recommendations,,,paragraph,851,"Source: NICE
Section: Why the committee made the recommendations

However, as the evidence does not clearly show 1 option to be better and some UK centres currently use the Kaiser Permanente calculator, they also recommended this as an alternative, but only in the context of a research or audit project. By using the Kaiser Permanente calculator as part of an audit, centres will be able to collect detailed data on the use of the tool within NHS practice, including the number of babies who correctly received treatment, those who received antibiotics unnecessarily, and any who were not recommended antibiotics but did have infection. This information will provide a more detailed understanding of the effectiveness and safety of the Kaiser Permanente calculator which can be used to inform decisions on its use in future updates of this guideline."
NICE_pg64_why-the-committee-made-t_chunk13,NICE,63,Why the committee made the recommendations,,,paragraph,978,"Source: NICE
Section: Why the committee made the recommendations

This information will provide a more detailed understanding of the effectiveness and safety of the Kaiser Permanente calculator which can be used to inform decisions on its use in future updates of this guideline. The 2021 committee decided to specify that the Kaiser Permanente calculator should only be used for babies who are being cared for in a neonatal unit (neonatal intensive care units, local neonatal units and special care units), transitional care or a postnatal ward. The committee highlighted how it would be more difficult to collect the information needed for the audit in other settings. They did not think the calculator should be recommended for use in the emergency department, as babies who are brought in from home are likely to already be showing signs of being unwell and therefore need more immediate treatment than babies who are being assessed for risk of infection in a neonatal unit."
NICE_pg64_why-the-committee-made-t_chunk14,NICE,63,Why the committee made the recommendations,,,paragraph,837,"Source: NICE
Section: Why the committee made the recommendations

They did not think the calculator should be recommended for use in the emergency department, as babies who are brought in from home are likely to already be showing signs of being unwell and therefore need more immediate treatment than babies who are being assessed for risk of infection in a neonatal unit. In these cases, waiting to consult the calculator could instead delay treatment. The committee also thought that the calculator was not appropriate for use in a midwife-led unit or freestanding midwifery unit as there is currently no evidence that has used the calculator in these settings. 98

To address the limited evidence, the 2021 committee made a recommendation for research on the accuracy of clinical prediction models for early-onset neonatal infection."
NICE_pg67_how-the-recommendations-_chunk1,NICE,66,How the recommendations might affect practice,,,paragraph,875,"Source: NICE
Section: How the recommendations might affect practice

The 2026 revised wording for the risk factor for early-onset neonatal infection of rupture of membranes more than 24 hours before a term birth could increase the number of neonates requiring monitoring for early-onset infection, although current practice is already largely aligned with this so no significant change in practice or resource impact is expected. There could be an increase in the number of pregnant women, trans men and non-binary people opting for induction of labour as soon as possible after rupture of membranes rather than expectant management. The 2026 revised wording in relation to the risk of factor on maternal sepsis should ensure that suspected (or confirmed) maternal sepsis in the early postpartum period will lead to the baby being assessed for early-onset neonatal infection."
NICE_pg67_how-the-recommendations-_chunk2,NICE,66,How the recommendations might affect practice,,,paragraph,975,"Source: NICE
Section: How the recommendations might affect practice

The 2026 revised wording in relation to the risk of factor on maternal sepsis should ensure that suspected (or confirmed) maternal sepsis in the early postpartum period will lead to the baby being assessed for early-onset neonatal infection. Some centres use the Kaiser Permanente neonatal sepsis calculator as an alternative, and the recommendations may increase the number of centres who use this calculator in the context of a research or audit project. Evidence in 2021 suggested that this may reduce the number of babies who are unnecessarily given antibiotics, but there was substantial uncertainty about how well the calculator identified true cases of infection. If an increase in use of the Kaiser calculator resulted in more cases of infection being missed, this could increase costs associated with treating neonatal infections, as well as the very serious impact on the baby and their families."
NICE_pg67_how-the-recommendations-_chunk3,NICE,66,How the recommendations might affect practice,,,paragraph,549,"Source: NICE
Section: How the recommendations might affect practice

If an increase in use of the Kaiser calculator resulted in more cases of infection being missed, this could increase costs associated with treating neonatal infections, as well as the very serious impact on the baby and their families. Reducing the number of babies being given antibiotics may reduce costs for the NHS, both by reducing prescriptions and by reducing the amount of time babies and women, trans men and non-binary people spend in hospital. Return to recommendations"
NICE_pg68_why-the-committee-made-t_chunk1,NICE,67,Why the committee made the recommendation,,,paragraph,308,"Source: NICE
Section: Why the committee made the recommendation

No evidence was found that related specifically to this topic, and the 2021 committee agreed that the recommendation from the 2012 guideline on early-onset neonatal infection still reflected current best practice so did not need to be changed."
NICE_pg68_why-the-committee-made-t_chunk2,NICE,67,Why the committee made the recommendations,,,paragraph,932,"Source: NICE
Section: Why the committee made the recommendations

The committee did not feel that there was sufficient, high-quality evidence for any individual model to make a recommendation on clinical prediction models for late‑onset neonatal infection. Instead, they recommended a review of the individual risk factors that may predict a baby's risk of having or developing late-onset neonatal infection. Although there was evidence on a number of tools aimed at predicting late-onset neonatal infection, the committee did not think that there was sufficient, high quality, evidence including external validation to recommend any of them for use in practice. Most of the evidence was not from recent studies, the models were not readily available as web-based tools or in other formats that could be easily used by clinicians and it was thought that implementing them would have needed considerable changes in clinical practice."
NICE_pg68_why-the-committee-made-t_chunk3,NICE,67,Why the committee made the recommendations,,,paragraph,998,"Source: NICE
Section: Why the committee made the recommendations

Most of the evidence was not from recent studies, the models were not readily available as web-based tools or in other formats that could be easily used by clinicians and it was thought that implementing them would have needed considerable changes in clinical practice. Given the limited evidence currently available for prognostic models for late‑onset infection, the committee decided that they should make a recommendation for research on clinical prediction models for late-onset neonatal infection. The recommendation is designed to encourage the development of new models to identify babies at risk of late- onset neonatal infection as well as promoting the validation of these models and evaluation of their effects on practice. This should help to improve the understanding of 98

the factors associated with late-onset neonatal infection so that committees can make recommendations on this area in future guideline updates."
NICE_pg68_why-the-committee-made-t_chunk4,NICE,67,Why the committee made the recommendations,,,paragraph,910,"Source: NICE
Section: Why the committee made the recommendations

This should help to improve the understanding of 98

the factors associated with late-onset neonatal infection so that committees can make recommendations on this area in future guideline updates. With limited evidence on prognostic models, the committee agreed that it was instead important for clinicians to be aware of the clinical indicators and risk factors for late-onset neonatal infection. There was very limited evidence on maternal risk factors for late-onset infection and so the recommendations were based on the risk factors and signs and symptoms in the baby. The committee decided that the list of high-risk criteria from the risk stratification tool in NICE's guideline on suspected sepsis in under 16s (table 1)
covered the most important indicators that clinicians in both community and specialist settings should be aware of."
NICE_pg68_why-the-committee-made-t_chunk5,NICE,67,Why the committee made the recommendations,,,paragraph,904,"Source: NICE
Section: Why the committee made the recommendations

The committee decided that the list of high-risk criteria from the risk stratification tool in NICE's guideline on suspected sepsis in under 16s (table 1)
covered the most important indicators that clinicians in both community and specialist settings should be aware of. They included the recommendation to seek early advice from a paediatrician to highlight the importance of early treatment if any of the main clinical indicators are present. Early specialist advice was thought to be particularly important when caring for babies in the community as they need to be taken to hospital and admitted before treatment can begin, while babies who are on a neonatal unit can be monitored and treated more quickly. It was agreed that in addition to clinical indicators, it was also important to highlight potential risk factors for infection."
NICE_pg68_why-the-committee-made-t_chunk6,NICE,67,Why the committee made the recommendations,,,paragraph,976,"Source: NICE
Section: Why the committee made the recommendations

It was agreed that in addition to clinical indicators, it was also important to highlight potential risk factors for infection. This will help to ensure that babies who are at greater risk for infection are closely monitored for the presence of any of the clinical indicators. The committee also recommended that clinicians should think about infection in the other babies when one baby from a multiple birth has infection. Evidence was not found on this, but the committee thought that it was in line with current best practice because of the risk that all the babies from the pregnancy will have the same risk of infection. There was very limited evidence on the signs and symptoms of infection. The committee was aware of existing recommendations on clinical indicators of infection in NICE's guideline on suspected sepsis in under 16s and so it considered this information when deciding on recommendations."
NICE_pg68_why-the-committee-made-t_chunk7,NICE,67,Why the committee made the recommendations,,,paragraph,941,"Source: NICE
Section: Why the committee made the recommendations

The committee was aware of existing recommendations on clinical indicators of infection in NICE's guideline on suspected sepsis in under 16s and so it considered this information when deciding on recommendations. It was agreed that the high-risk indicators listed in the sepsis in under 16s guideline were an accurate reflection of the committee's experience with babies who develop late-onset infection. Parental or carer concern over changes in behaviour was added to the list of high-risk criteria as this was highlighted as an important indicator of potential infection for babies in the community. Other potential clinical indicators were discussed, but the committee was concerned about the risk of over- treatment if too many clinical indicators were listed in the recommendation, especially if some of those indicators could have causes other than neonatal infection."
NICE_pg68_why-the-committee-made-t_chunk8,NICE,67,Why the committee made the recommendations,,,paragraph,559,"Source: NICE
Section: Why the committee made the recommendations

Other potential clinical indicators were discussed, but the committee was concerned about the risk of over- treatment if too many clinical indicators were listed in the recommendation, especially if some of those indicators could have causes other than neonatal infection. The committee decided that the signs included in the recommendation were those that were most likely to indicate infection and therefore the most important to consider when assessing whether a baby may need treatment. 98"
NICE_pg70_how-the-recommendations-_chunk1,NICE,69,How the recommendations might affect practice,,,paragraph,812,"Source: NICE
Section: How the recommendations might affect practice

The recommendations are consistent with current practice and therefore a large resource impact is not anticipated. The table of clinical indicators may increase awareness of when a baby is at greater risk of late-onset neonatal infection. This may increase the number of babies who receive early treatment in hospital and reduce the negative effects and costs associated with infection.
Healthcare professionals working on a neonatal or paediatric ward are already likely to be aware of the risk factors that were identified. As such, the recommendations are helpful to reinforce the knowledge of these clinicians about the risk factors but may not have a substantial effect on current practice in a hospital setting.
Return to recommendations"
NICE_pg70_why-the-committee-made-t_chunk1,NICE,69,Why the committee made the recommendations,,,paragraph,1005,"Source: NICE
Section: Why the committee made the recommendations

The 2021 committee reviewed the evidence for late-onset neonatal infection. As this lined up with the evidence from the 2012 guideline on early-onset neonatal infection, the committee amended the 2012 recommendations to cover all neonatal infection. Blood culture is the current 'gold standard' for identifying neonatal infection. However, babies with infection sometimes have a negative blood culture. The committee agreed that blood cultures should be taken before starting antibiotics but recognised that babies often need treatment before results are available because of the timeframe for this (hours or days) and the fact that delaying antibiotics can lead to complications or death. Evidence for using C-reactive protein (CRP) to detect late-onset infection showed it can improve the accuracy of diagnosis when used in combination with blood culture. However, it is not accurate enough to be used as an alternative to blood culture."
NICE_pg70_why-the-committee-made-t_chunk2,NICE,69,Why the committee made the recommendations,,,paragraph,828,"Source: NICE
Section: Why the committee made the recommendations

Evidence for using C-reactive protein (CRP) to detect late-onset infection showed it can improve the accuracy of diagnosis when used in combination with blood culture. However, it is not accurate enough to be used as an alternative to blood culture. Furthermore, a single CRP measurement is not sufficient to diagnose infection because other factors can raise CRP levels. 98

The committee agreed to amend the 2012 recommendation to measure baseline CRP when starting antibiotics for early-onset infection to apply to late-onset infection too. They also covered using CRP trends to assess likelihood of infection and response to treatment. No evidence for late-onset infection was identified that supported using urine culture or skin swabs in the neonatal unit."
NICE_pg70_why-the-committee-made-t_chunk3,NICE,69,Why the committee made the recommendations,,,paragraph,792,"Source: NICE
Section: Why the committee made the recommendations

No evidence for late-onset infection was identified that supported using urine culture or skin swabs in the neonatal unit. These tests were also not recommended in the 2012 guideline on early-onset neonatal infection and so the committee decided to recommend against their use for babies with late-onset infection in neonatal units. However, they also discussed how urine culture can be an important test for babies in a paediatric ward if a urinary tract infection is suspected, so included a recommendation which supported its use in babies with late-onset infection who are being cared for outside of neonatal units. This is consistent with the recommendations from NICE's guideline on urinary tract infection in under 16s."
NICE_pg71_why-the-committee-made-t_chunk1,NICE,70,Why the committee made the recommendations,,,paragraph,981,"Source: NICE
Section: Why the committee made the recommendations

There was limited evidence in 2021 on lumbar puncture specifically for late-onset infection. However, lumbar puncture is the 'gold standard' test for identifying meningitis, and it was recommended in the 2012 guideline on early-onset neonatal infection. The committee extended this recommendation to cover both early-onset and late-onset neonatal infection, as they felt that the benefits of identifying meningitis outweighed the risks of the procedure. Antibiotics can affect the results of cerebrospinal fluid tests, so lumbar puncture needs to be performed before antibiotics when possible. The 2024 committee did not recommend a specific timeframe for performing lumbar puncture because there was concern that it 98

would be interpreted as a hard cutoff. The key timeframe is the 1-hour timeframe for giving antibiotics, but clinical judgement is needed for decisions on how to fit lumbar puncture around this."
NICE_pg71_why-the-committee-made-t_chunk2,NICE,70,Why the committee made the recommendations,,,paragraph,622,"Source: NICE
Section: Why the committee made the recommendations

The key timeframe is the 1-hour timeframe for giving antibiotics, but clinical judgement is needed for decisions on how to fit lumbar puncture around this. For example, for some people it may be safe to delay the antibiotics by slightly longer than 1 hour, if this would allow a lumbar puncture to be performed first. The 2024 committee used their experience to highlight situations that need treating or stabilising before a lumbar puncture, because these are potentially life-threatening and present a greater risk than delayed meningitis investigations."
NICE_pg72_how-the-recommendations-_chunk1,NICE,71,How the recommendations might affect practice,,,paragraph,531,"Source: NICE
Section: How the recommendations might affect practice

Lumbar punctures can often be performed more quickly on acute medical wards than in emergency departments. Because of this, hospitals may need to be able to urgently transfer people with suspected bacterial meningitis out of emergency departments (following stabilisation). Hospitals may also need to streamline their processes so that acute medical wards can perform lumbar punctures within the 1‑hour timeframe for giving antibiotics.
Return to recommendations"
NICE_pg72_why-the-committee-made-t_chunk1,NICE,71,Why the committee made the recommendations,,,paragraph,995,"Source: NICE
Section: Why the committee made the recommendations

There was evidence on various cerebrospinal fluid investigations for diagnosing bacterial meningitis:
• studies looked at multiple thresholds for white cell count, finding that it was at least moderately sensitive and specific at most thresholds, and very specific and sensitive at some thresholds
• overall, the evidence showed that protein concentration was at least moderately sensitive and specific
• gram staining and culture was very specific for identifying all causes of bacterial 98

meningitis
• there was a large, consistent body of evidence showing that PCR was at least moderately sensitive and very specific for identifying particular causes of bacterial meningitis. The committee highlighted that cerebrospinal fluid cell counts, total protein and glucose concentrations are important for clinical decision making and to guide antibiotic treatment, and agreed that these results should be available within 4 hours."
NICE_pg72_why-the-committee-made-t_chunk2,NICE,71,Why the committee made the recommendations,,,paragraph,869,"Source: NICE
Section: Why the committee made the recommendations

The committee highlighted that cerebrospinal fluid cell counts, total protein and glucose concentrations are important for clinical decision making and to guide antibiotic treatment, and agreed that these results should be available within 4 hours. It is important to look at the whole clinical picture and take a full clinical history, including maternal history for babies aged 28 days or under. This is because there are factors that may reduce the reliability of cerebrospinal fluid investigations. Based on their knowledge and experience the committee highlighted the most important of these factors. Age-appropriate threshold values for cerebrospinal fluid should be used. Values for some parameters (such as protein and cell counts) are higher in newborn babies than in older babies and children."
NICE_pg72_why-the-committee-made-t_chunk3,NICE,71,Why the committee made the recommendations,,,paragraph,359,"Source: NICE
Section: Why the committee made the recommendations

Values for some parameters (such as protein and cell counts) are higher in newborn babies than in older babies and children. The committee highlighted the need to consider alternative diagnoses because there could be serious consequences if a potentially treatable alternative cause is missed."
NICE_pg73_how-the-recommendations-_rec1_chunk1,NICE,72,How the recommendations might affect practice,,rec1,recommendation,403,"Source: NICE
Section: How the recommendations might affect practice
Recommendation: rec1

Recommendation: The recommendations largely support current practice, and they should not have a significant resource impact.
PCR was not included as part of cerebrospinal fluid investigations in the 2010 meningitis guideline, but it has since become standard practice in most hospitals.
Return to recommendations"
